epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,28439.1,0.75829,1.25395,1.20542,0.3791,0.68902,0.43865,0.29486,0.97171,2.29773,1.69143,0.0004885,0.0004885,0.0004885
33,28467.8,0.79143,1.19923,1.252,0.36765,0.68395,0.45353,0.31296,0.97515,2.15021,1.7321,0.000472,0.000472,0.000472
34,28492.7,0.83865,1.24937,1.28571,0.44644,0.51681,0.55604,0.3891,0.94168,1.99829,1.68827,0.0004555,0.0004555,0.0004555
35,28522.9,0.7154,1.10439,1.19308,0.43144,0.74247,0.62716,0.47433,0.9372,2.0732,1.63233,0.000439,0.000439,0.000439
36,28553.2,0.77425,1.17534,1.23138,0.43956,0.80268,0.61037,0.47188,0.87773,1.99859,1.5614,0.0004225,0.0004225,0.0004225
37,28589.4,0.71206,1.11254,1.21342,0.3723,0.78094,0.50715,0.37687,0.95575,1.94095,1.54648,0.000406,0.000406,0.000406
38,28616.1,0.73191,1.13401,1.20542,0.35219,0.74916,0.4301,0.30972,1.06882,1.99605,1.64577,0.0003895,0.0003895,0.0003895
39,28645.5,0.75883,1.08483,1.23587,0.56318,0.44314,0.46727,0.33651,1.08298,2.08925,1.75026,0.000373,0.000373,0.000373
40,28679.2,0.71892,1.10252,1.24064,0.52748,0.48662,0.48805,0.35874,1.03531,2.09229,1.75434,0.0003565,0.0003565,0.0003565
41,28708.1,0.69305,1.09375,1.1615,0.54771,0.58199,0.56476,0.4297,0.99705,1.97456,1.70707,0.00034,0.00034,0.00034
42,28735.9,0.6989,1.04584,1.19149,0.37813,0.68702,0.54985,0.41106,0.91753,1.89728,1.6274,0.0003235,0.0003235,0.0003235
43,28763.3,0.73256,1.07444,1.19139,0.42267,0.72742,0.49658,0.35867,0.91466,1.88737,1.595,0.000307,0.000307,0.000307
44,28790.2,0.72996,1.078,1.2194,0.45283,0.68395,0.47812,0.35063,0.93095,1.86436,1.57009,0.0002905,0.0002905,0.0002905
45,28816.2,0.64258,0.99959,1.14196,0.46909,0.62375,0.49611,0.35264,0.96263,1.82927,1.55499,0.000274,0.000274,0.000274
46,28847.5,0.64364,0.99748,1.15275,0.46877,0.62375,0.50968,0.38227,0.93814,1.81491,1.52821,0.0002575,0.0002575,0.0002575
47,28878.3,0.60997,0.98299,1.15265,0.56793,0.58209,0.51226,0.39692,0.93773,1.82353,1.53271,0.000241,0.000241,0.000241
48,28905.8,0.61387,0.97179,1.13608,0.53277,0.56856,0.51521,0.40289,0.92047,1.80921,1.52936,0.0002245,0.0002245,0.0002245
49,28935.9,0.63209,1.00459,1.13996,0.55722,0.56242,0.50067,0.38812,0.91903,1.8337,1.51461,0.000208,0.000208,0.000208
