epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,720.381,0.86363,1.45759,1.29527,0.39566,0.49436,0.4286,0.29685,1.30004,2.8374,1.88878,0.00067,0.00067,0.00067
22,748.613,0.92156,1.43769,1.33783,0.43048,0.4097,0.34361,0.23921,1.24423,2.7307,1.95231,0.0006535,0.0006535,0.0006535
23,774.054,0.87666,1.38253,1.2933,0.39301,0.53861,0.42297,0.2736,1.23499,2.71315,1.88939,0.000637,0.000637,0.000637
24,798.3,0.83419,1.31015,1.29721,0.24504,0.4455,0.2772,0.15228,1.30821,3.00174,1.80996,0.0006205,0.0006205,0.0006205
25,824.574,0.79787,1.2677,1.24941,0.42557,0.30201,0.30044,0.18477,1.31034,2.98685,1.8283,0.000604,0.000604,0.000604
26,847.405,0.85201,1.33487,1.27738,0.42225,0.31104,0.29326,0.1608,1.37359,2.9145,1.94444,0.0005875,0.0005875,0.0005875
27,866.088,0.84713,1.30741,1.28783,0.47883,0.2893,0.243,0.13412,1.241,2.88506,1.85381,0.000571,0.000571,0.000571
28,884.59,0.77628,1.30549,1.24025,0.44895,0.31104,0.27634,0.1512,1.24133,2.84932,1.9393,0.0005545,0.0005545,0.0005545
29,903.704,0.7932,1.22615,1.23631,0.58199,0.32115,0.36147,0.21784,1.20211,2.70103,1.81038,0.000538,0.000538,0.000538
30,922.512,0.76758,1.21124,1.25942,0.45313,0.45318,0.42267,0.28883,1.1369,2.44213,1.73081,0.0005215,0.0005215,0.0005215
31,941.729,0.75208,1.18105,1.24159,0.4046,0.50552,0.42872,0.31022,1.05905,2.37068,1.7007,0.000505,0.000505,0.000505
32,961.481,0.80374,1.26224,1.24505,0.3216,0.66054,0.39772,0.27605,1.12895,2.33102,1.80956,0.0004885,0.0004885,0.0004885
33,981.229,0.76911,1.24462,1.22348,0.2975,0.60444,0.40892,0.29404,1.07705,2.25958,1.7606,0.000472,0.000472,0.000472
34,999.752,0.77734,1.21346,1.23376,0.4442,0.56988,0.428,0.29582,1.11748,2.26975,1.74704,0.0004555,0.0004555,0.0004555
35,1021.5,0.70386,1.0741,1.19476,0.61661,0.54738,0.49002,0.35006,1.07347,2.14812,1.6666,0.000439,0.000439,0.000439
36,1043.41,0.7478,1.14462,1.21241,0.58394,0.51338,0.51526,0.37828,1.05681,2.17271,1.72284,0.0004225,0.0004225,0.0004225
37,1066.33,0.70747,1.12702,1.21365,0.52766,0.4097,0.48245,0.35195,1.05522,2.13066,1.67692,0.000406,0.000406,0.000406
38,1089.05,0.73804,1.123,1.21218,0.48822,0.61897,0.51752,0.37072,1.05727,2.13393,1.73972,0.0003895,0.0003895,0.0003895
39,1118.74,0.72973,1.08806,1.21381,0.62913,0.45987,0.51166,0.34747,1.07735,2.18999,1.64179,0.000373,0.000373,0.000373
40,1146.83,0.71809,1.10148,1.23761,0.59863,0.50762,0.54634,0.37325,1.04539,1.97731,1.59526,0.0003565,0.0003565,0.0003565
41,1171.55,0.70602,1.08993,1.15666,0.51348,0.68225,0.58833,0.42704,1.06235,1.91367,1.59038,0.00034,0.00034,0.00034
42,1202.59,0.69161,1.05838,1.17695,0.53983,0.69558,0.54,0.3851,1.10596,1.83664,1.62933,0.0003235,0.0003235,0.0003235
43,1239.34,0.73411,1.03023,1.17745,0.52447,0.5822,0.52426,0.37207,1.00896,1.95558,1.59531,0.000307,0.000307,0.000307
44,1263.64,0.72337,1.09433,1.20798,0.47504,0.71572,0.49226,0.35712,0.96842,2.00438,1.56728,0.0002905,0.0002905,0.0002905
45,1287.92,0.62876,0.98733,1.13004,0.45211,0.62876,0.48343,0.35626,1.0166,1.97117,1.59455,0.000274,0.000274,0.000274
46,1314.79,0.66622,1.01306,1.15931,0.46086,0.60702,0.49406,0.36869,0.96708,1.90977,1.61397,0.0002575,0.0002575,0.0002575
47,1341.86,0.61466,0.98256,1.147,0.44351,0.73244,0.51719,0.38961,0.98313,1.88381,1.66247,0.000241,0.000241,0.000241
48,1368.78,0.64368,0.96066,1.16012,0.45518,0.72355,0.54243,0.41088,0.99056,1.79037,1.67581,0.0002245,0.0002245,0.0002245
49,1398.76,0.64781,0.99841,1.1434,0.47093,0.79264,0.54959,0.41652,0.86562,1.73579,1.5377,0.000208,0.000208,0.000208
50,1425.13,0.62961,0.93729,1.13111,0.46068,0.71151,0.5266,0.39732,0.83277,1.76926,1.50857,0.0001915,0.0001915,0.0001915
51,1457.94,0.58598,1.51005,1.12699,0.43112,0.73244,0.5052,0.37718,0.85973,1.84972,1.52514,0.000175,0.000175,0.000175
52,1479.57,0.64708,1.38799,1.16786,0.39118,0.7709,0.49443,0.37017,0.94222,1.98044,1.59763,0.0001585,0.0001585,0.0001585
53,1502.37,0.60743,1.33075,1.10746,0.4742,0.60647,0.46657,0.35299,0.98056,2.06685,1.67852,0.000142,0.000142,0.000142
54,1522.63,0.59597,1.29921,1.11584,0.48236,0.58788,0.4645,0.34014,1.04649,1.99425,1.74775,0.0001255,0.0001255,0.0001255
55,1547.92,0.54087,1.12993,1.12338,0.48851,0.60674,0.48573,0.3613,1.00219,1.94522,1.68844,0.000109,0.000109,0.000109
56,1572.79,0.5856,1.21301,1.20782,0.43019,0.77862,0.49959,0.38444,0.90069,1.94974,1.55083,9.25e-05,9.25e-05,9.25e-05
57,1598.82,0.52846,1.18471,1.09773,0.5005,0.75418,0.53336,0.40398,0.88048,1.88703,1.54478,7.6e-05,7.6e-05,7.6e-05
58,1621.48,0.499,1.14621,1.13947,0.51011,0.75418,0.5406,0.41741,0.87752,1.79522,1.55215,5.95e-05,5.95e-05,5.95e-05
59,1644.12,0.50354,1.1127,1.10465,0.48911,0.73244,0.52546,0.39805,0.88388,1.7829,1.55786,4.3e-05,4.3e-05,4.3e-05
60,1667.32,0.49564,1.12328,1.06618,0.49795,0.70681,0.51545,0.38522,0.8794,1.80749,1.55785,2.65e-05,2.65e-05,2.65e-05
