epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1159.81,0.77425,1.17534,1.23138,0.43956,0.80268,0.61037,0.47188,0.87773,1.99859,1.5614,0.0004225,0.0004225,0.0004225
37,1195.14,0.71206,1.11254,1.21342,0.3723,0.78094,0.50715,0.37687,0.95575,1.94095,1.54648,0.000406,0.000406,0.000406
38,1225.62,0.73191,1.13401,1.20542,0.35219,0.74916,0.4301,0.30972,1.06882,1.99605,1.64577,0.0003895,0.0003895,0.0003895
39,1260.91,0.75883,1.08483,1.23587,0.56318,0.44314,0.46727,0.33651,1.08298,2.08925,1.75026,0.000373,0.000373,0.000373
40,1289.16,0.71892,1.10252,1.24064,0.52748,0.48662,0.48805,0.35874,1.03531,2.09229,1.75434,0.0003565,0.0003565,0.0003565
41,1316.98,0.69305,1.09375,1.1615,0.54771,0.58199,0.56476,0.4297,0.99705,1.97456,1.70707,0.00034,0.00034,0.00034
42,1345.55,0.6989,1.04584,1.19149,0.37813,0.68702,0.54985,0.41106,0.91753,1.89728,1.6274,0.0003235,0.0003235,0.0003235
43,1376.27,0.73256,1.07444,1.19139,0.42267,0.72742,0.49658,0.35867,0.91466,1.88737,1.595,0.000307,0.000307,0.000307
44,1409.76,0.72996,1.078,1.2194,0.45283,0.68395,0.47812,0.35063,0.93095,1.86436,1.57009,0.0002905,0.0002905,0.0002905
45,1435.54,0.64258,0.99959,1.14196,0.46909,0.62375,0.49611,0.35264,0.96263,1.82927,1.55499,0.000274,0.000274,0.000274
46,1464.31,0.64364,0.99748,1.15275,0.46877,0.62375,0.50968,0.38227,0.93814,1.81491,1.52821,0.0002575,0.0002575,0.0002575
47,1496.1,0.60997,0.98299,1.15265,0.56793,0.58209,0.51226,0.39692,0.93773,1.82353,1.53271,0.000241,0.000241,0.000241
48,1525.71,0.61387,0.97179,1.13608,0.53277,0.56856,0.51521,0.40289,0.92047,1.80921,1.52936,0.0002245,0.0002245,0.0002245
49,1556.69,0.63209,1.00459,1.13996,0.55722,0.56242,0.50067,0.38812,0.91903,1.8337,1.51461,0.000208,0.000208,0.000208
50,1592.53,0.64036,0.95338,1.14549,0.50904,0.55045,0.50623,0.39342,0.88433,1.90654,1.49428,0.0001915,0.0001915,0.0001915
51,1623.99,0.63427,1.45429,1.16354,0.44131,0.56082,0.46885,0.3679,0.86087,2.00301,1.48952,0.000175,0.000175,0.000175
52,1652.4,0.65979,1.40798,1.1711,0.39647,0.49572,0.42111,0.32749,0.86711,2.15882,1.49576,0.0001585,0.0001585,0.0001585
53,1681.62,0.63212,1.3604,1.14158,0.41704,0.58528,0.43022,0.32971,0.95616,2.24583,1.5386,0.000142,0.000142,0.000142
54,1711.74,0.53386,1.32425,1.08707,0.57279,0.58528,0.49855,0.38082,1.08124,2.06355,1.68198,0.0001255,0.0001255,0.0001255
